rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
559,5386.001,Yao Zhenhua & family,conglomerate,Diversified,China,M,Yao,5386.000876
2096,1536.461,Ye Cheng,conglomerate,Diversified,China,M,Ye,1536.460941
2144,1502.723,Yi Dasheng,conglomerate,Diversified,China,M,Yi,1502.722834
1126,2945.37,Huang Zhenda & family,construction,Construction & Engineering,China,M,Huang,2945.3699
1951,1687.892,Zhu Xingliang,construction,Construction & Engineering,China,M,Zhu,1687.892095
210,11098.536,Liang Wengen,construction equipment,Manufacturing,China,M,Liang,11098.5358
530,5626.458,Li Weiguo,construction materials,Manufacturing,China,M,Li,5626.457868
1409,2409.817,Xu Shugen,"construction, mining machinery",Manufacturing,China,M,Xu,2409.817442
1702,1982.76,Gu Wei,consumer electronics,Manufacturing,China,M,Gu,1982.760458
610,4955,Tao Yuequn,Contact Lens,Fashion & Retail,China,M,Tao,4954.999622
2034,1607.724,Mao Lixiang & family,cooking appliances,Technology,China,M,Mao,1607.724086
906,3567.939,Feng Hailiang,"copper, education",Metals & Mining,China,M,Feng,3567.938907
2350,1319.939,Liu Xuejing & family,"copper, poultry",Diversified,China,M,Liu,1319.939404
1700,1986.12,Hou Juncheng,cosmetics,Healthcare,China,M,Hou,1986.120161
1324,2572.556,Sun Huaiqing & family,cosmetics,Fashion & Retail,China,M,Sun,2572.556334
2133,1512.172,Pan Gang,dairy,Food & Beverage,China,M,Pan,1512.172007
2056,1583.715,Liang Yaoming,diagnostics,Healthcare,China,M,Liang,1583.714683
429,6619.304,Liu Yongxing,diversified,Service,China,M,Liu,6619.303956
2557,1146.4,Lu Weiding,diversified,Diversified,China,M,Lu,1146.400257
1972,1674.273,Shao Qinxiang,diversified,Manufacturing,China,M,Shao,1674.272521
1689,1998.108,Sun Guangxin,diversified,Diversified,China,M,Sun,1998.107562
2477,1204.999,Zan Shengda,diversified,Diversified,China,M,Zan,1204.998594
1964,1680,Lu Di,drones,Technology,China,M,Lu,1680
638,4800,Frank Wang,drones,Technology,China,M,Wang,4800
2217,1440,Swift Xie,drones,Technology,China,M,Xie,1440
185,12011.974,Chen Zhiping,e-cigarettes,Manufacturing,China,M,Chen,12011.9744
2314,1353.716,David Jiang,e-cigarettes,Manufacturing,China,M,Jiang,1353.71556
1133,2926.571,Kate Wang,e-cigarettes,Manufacturing,China,F,Wang,2926.5708
1831,1824.412,Xiong Shaoming,e-cigarettes,Manufacturing,China,M,Xiong,1824.41159
2640,1073,Trudy Shan Dai,e-commerce,Technology,China,F,Dai,1073
2394,1282.944,Arthur Xiaobo Hong,e-commerce,Fashion & Retail,China,M,Hong,1282.94352
31,42982.228,Colin Zheng Huang,e-commerce,Technology,China,M,Huang,42982.228
1956,1685.812,Huang Jinfeng,e-commerce,Fashion & Retail,China,M,Huang,1685.81231
1923,1720.24,Eric Jing,e-commerce,Technology,China,M,Jing,1720.24
108,18271.201,Richard Qiangdong Liu,e-commerce,Technology,China,M,Liu,18271.20099
2367,1305.8,Zhaoxi Lu,e-commerce,Technology,China,M,Lu,1305.8
28,46071.911,Jack Ma,e-commerce,Technology,China,M,Ma,46071.91051
598,5002.911,Mu Rongjun,e-commerce,Technology,China,M,Mu,5002.910988
1169,2861.1,Lucy Peng,e-commerce,Technology,China,F,Peng,2861.1
2383,1294.4,Shao Xiaofeng,e-commerce,Technology,China,M,Shao,1294.4
2702,1021.9,Tong Judy Wenhong,e-commerce,Technology,China,F,Tong,1021.9
76,23913.527,Wang Xing,e-commerce,Technology,China,M,Wang,23913.52739
2287,1379.63,Wang Huiwen,e-commerce,Technology,China,M,Wang,1379.629916
2640,1073,Wu Eddie Yongming,e-commerce,Technology,China,M,Wu,1073
2730,1000,Mark Haoyong Yang,e-commerce,Technology,China,M,Yang,1000
202,11365.022,Zhang Tao,e-commerce,Fashion & Retail,China,M,Zhang,11365.02242
2723,1003.5,Daniel Yong Zhang,e-commerce,Technology,China,M,Zhang,1003.5
1316,2578.086,Sun Mengquan & family,edible oil,Food & Beverage,China,M,Sun,2578.085879
2017,1628.257,Larry Xiangdong Chen,education,Service,China,M,Chen,1628.25688
2730,1000,Hou Jianbin,education,Service,China,M,Hou,1000
1134,2923.988,Li Yongxin & family,education,Service,China,M,Li,2923.987586
1518,2229.293,Li Guangyu,education,Service,China,M,Li,2229.292956
1686,2000,Li Yong,education,Media & Entertainment,China,M,Li,2000
240,10015.796,Lu Zhongfang,education,Automotive,China,F,Lu,10015.7963
819,3842.856,Wang Zhendong,education,Service,China,M,Wang,3842.856151
1792,1870.081,Wu Junbao,education,Service,China,M,Wu,1870.080722
2681,1040.384,Wu Wei,education,Service,China,M,Wu,1040.384135
2724,1002.648,Xiao Guoqing,education,Service,China,M,Xiao,1002.64775
1842,1814.468,Xie Ketao,education,Service,China,M,Xie,1814.468327
2132,1512.445,Xu Wanmao,education,Service,China,M,Xu,1512.444646
1285,2640.405,Michael Minhong Yu,education,Service,China,M,Yu,2640.4052
1842,1814.468,Yu Guo,education,Service,China,M,Yu,1814.468327
571,5325.462,Zhang Bangxin,education,Service,China,M,Zhang,5325.462
2635,1076.465,Zhou Xiayun & family,Education,Service,China,M,Zhou,1076.464535
1836,1816.872,Wang Qinghua,electric equipment,Manufacturing,China,M,Wang,1816.872183
1092,3005.293,Dong Jinggui,electric scooters,Automotive,China,M,Dong,3005.293417
2387,1292.561,Qian Jinghong,electric scooters,Automotive,China,F,Qian,1292.561496
331,8128.605,He Xiaopeng,electric vehicles,Automotive,China,M,He,8128.605
410,6911.018,William Li,electric vehicles,Automotive,China,M,Li,6911.01832
600,5000.769,Li Xiang,electric vehicles ,Automotive,China,M,Li,5000.769
565,5355.146,Wang Yanqing & family,electrical equipment,Manufacturing,China,M,Wang,5355.14608
1665,2020.161,Zheng Jianjiang & family,electrical equipment,Manufacturing,China,M,Zheng,2020.161112
1015,3209.612,Zhu Xingming,electrical equipment,Manufacturing,China,M,Zhu,3209.611644
1782,1877.115,Cai Mingtong,electronic components,Technology,China,M,Cai,1877.114887
2468,1216.516,He Ningning,electronic components,Manufacturing,China,M,He,1216.516476
625,4856.199,Lin Xiucheng & family,electronics,Technology,China,M,Lin,4856.198747
1948,1690,Bill Liu,electronics,Technology,China,M,Liu,1690
2718,1013.196,Lu Yonghua & family,electronics,Technology,China,M,Lu,1013.196404
738,4201.12,Benjamin Zhengmin Pan & family,electronics,Technology,China,M,Pan,4201.119678
781,4045.377,Xu Zhihan,electronics,Technology,China,M,Xu,4045.376878
717,4348.844,Steven Meng Yang & family,electronics,Technology,China,M,Yang,4348.844204
2035,1607.302,Yao Lisheng,electronics,Technology,China,M,Yao,1607.302435
2322,1346.4,Zheng Hong & family,electronics,Technology,China,M,Zheng,1346.399943
1118,2961.896,Zhong Ruonong & family,electronics,Manufacturing,China,F,Zhong,2961.895969
2426,1253.803,Chen Qixing,electronics components,Technology,China,M,Chen,1253.803079
2553,1147.602,Han Tao,electronics components,Manufacturing,China,M,Han,1147.601949
278,9142.94,Wang Laichun,electronics components,Technology,China,F,Wang,9142.940191
276,9195.432,Wang Laisheng,electronics components,Technology,China,M,Wang,9195.431694
1697,1988.227,Wang Mingwang,electronics components,Manufacturing,China,M,Wang,1988.227466
1296,2611.275,Zhang Wanzhen,electronics components,Manufacturing,China,M,Zhang,2611.275457
1691,1994.085,Dou Zhenggang,"energy, chemicals",Diversified,China,M,Dou,1994.084877
1548,2185.591,Lin Fanlian,"energy, real estate",Energy,China,M,Lin,2185.590886
1633,2056.528,Lai Jianfa,express delivery,Logistics,China,M,Lai,2056.528
663,4655.727,Qiu Guanghe & family,fashion retail,Fashion & Retail,China,M,Qiu,4655.726881
2400,1279.28,Shen Dongri,fashion retail,Fashion & Retail,China,M,Shen,1279.279821
857,3714.996,Zhou Jianping,fashion retail,Fashion & Retail,China,M,Zhou,3714.995814
1886,1762.719,Zhou Chengjian,fashion retail,Fashion & Retail,China,M,Zhou,1762.719375
1680,2004.992,Tan Lili,feed,Food & Beverage,China,F,Tan,2004.991566
1468,2310.986,Xiao Yongming & family,fertilizer,Diversified,China,M,Xiao,2310.985648
2414,1266.368,Wang Jianyi,fiber optic cables,Technology,China,M,Wang,1266.368302
171,12880.637,Qi Shi & family,financial information,Technology,China,M,Qi,12880.63664
380,7340.571,Li Hua,financial services,Finance & Investments,China,M,Li,7340.5706
1550,2184.162,Deng Wen,flavorings,Food & Beverage,China,M,Deng,2184.162322
766,4109.443,Liu Xiaodong,flavorings,Manufacturing,China,M,Liu,4109.442924
2281,1383.812,Chen Xianbao & family,food,Food & Beverage,China,M,Chen,1383.811592
2636,1075.602,Chen Zemin & family,food,Food & Beverage,China,M,Chen,1075.601871
1601,2100.199,Dai Wenjun,food,Food & Beverage,China,M,Dai,2100.198559
1736,1929.419,Wan Long,food,Food & Beverage,China,M,Wan,1929.418746
2397,1281.231,Zhang Liaoyuan,food,Food & Beverage,China,M,Zhang,1281.230781
1017,3194.495,Gu Yuhua & family,furniture,Manufacturing,China,M,Gu,3194.494967
258,9622.273,Yao Liangsong,furniture,Manufacturing,China,M,Yao,9622.27341
734,4212.123,Che Jianxing,furniture retailing,Fashion & Retail,China,M,Che,4212.122872
914,3548.482,Wang Linpeng,furniture retailing,Construction & Engineering,China,M,Wang,3548.48224
2448,1233.158,Yao Liangbo,furniture retailing,Fashion & Retail,China,M,Yao,1233.158024
557,5400.213,Lee Yin Yee,glass,Manufacturing,China,M,Lee,5400.213353
514,5722.368,Ruan Hongliang & family,glass,Manufacturing,China,M,Ruan,5722.367626
974,3373.39,Yu Qibing & family,glass,Manufacturing,China,M,Yu,3373.390101
2549,1150.344,Zhao Meiguang,gold mining,Metals & Mining,China,M,Zhao,1150.344387
1098,2996.218,Li Gaiteng,hair dryers,Manufacturing,China,M,Li,2996.217651
902,3580.485,Qiu Jianping & family,hand tools ,Manufacturing,China,M,Qiu,3580.484863
937,3493.415,Bai Baokun,hardware,Manufacturing,China,M,Bai,3493.414872
2453,1226.314,Yu Rong,health clinics,Healthcare,China,M,Yu,1226.313773
1859,1793.137,Chen Xiao Ying,health information,Healthcare,China,F,Chen,1793.136952
1535,2205.085,Gong Yingying,health IT,Healthcare,China,F,Gong,2205.084545
511,5749.02,Li Li,healthcare,Healthcare,China,M,Li,5749.019824
1003,3272.303,Zhu Yiwen & family,healthcare,Healthcare,China,M,Zhu,3272.303232
1916,1731.907,Wang Jian,healthcare services,Technology,China,M,Wang,1731.906966
2455,1224.333,Huang Jian,home appliance,Manufacturing,China,M,Huang,1224.333375
1932,1704.112,Fang Hongbo,home appliances,Manufacturing,China,M,Fang,1704.112419
48,33035.812,He Xiangjian,home appliances,Manufacturing,China,M,He,33035.81216
1786,1873.718,Huang Weibin,home appliances,Manufacturing,China,M,Huang,1873.718011
2602,1116.957,Xia Zhisheng & family,home appliances,Technology,China,M,Xia,1116.956642
196,11625.286,Qian Dongqi & family,home-cleaning robots,Manufacturing,China,M,Qian,11625.28581
70,24666.609,Chen Bang,hospitals,Healthcare,China,M,Chen,24666.609
732,4215.479,Ji Qi,"hotels, motels ",Real Estate,China,M,Ji,4215.4788
2079,1561.943,Guo Jiangang,household appliances,Manufacturing,China,M,Guo,1561.942529
901,3580.864,Chen Kaixuan,household chemicals,Manufacturing,China,M,Chen,3580.864343
1685,2002.416,Chen Kaichen,household chemicals,Manufacturing,China,M,Chen,2002.415745
208,11172.787,Wang Liping & family,hydraulic machinery,Manufacturing,China,M,Wang,11172.78673
1566,2155.071,Hui Lin Chit,hygiene products,Manufacturing,China,M,Hui,2155.071304
1531,2216.665,Sze Man Bok,hygiene products,Manufacturing,China,M,Sze,2216.665485
502,5798.188,Huang Li,imaging systems,Technology,China,M,Huang,5798.188296
2381,1294.934,Gao Yunfeng,industrial lasers,Manufacturing,China,M,Gao,1294.933926
2628,1087.063,Chen Xiaxin & family,industrial machinery,Diversified,China,M,Chen,1087.062724
227,10324.725,Leng Youbin,infant formula,Food & Beverage,China,M,Leng,10324.72512
2293,1376.839,Liu Hua,infant formula,Food & Beverage,China,M,Liu,1376.838746
2642,1072.901,Liu Shenghui,infant formula,Food & Beverage,China,M,Liu,1072.900933
2154,1494.615,Chen Xiaohui,information technology,Technology,China,M,Chen,1494.615185
1715,1972.836,Gao Yu,information technology,Technology,China,M,Gao,1972.835936
612,4943.788,Chen Dongsheng,insurance,Finance & Investments,China,M,Chen,4943.78791
2363,1308.351,Geng Diangen,Internet,Technology,China,M,Geng,1308.350609
1963,1681.128,Wu Xushun & family,internet,Diversified,China,M,Wu,1681.128011
1012,3218.635,Xu Yi,Internet,Media & Entertainment,China,M,Xu,3218.6349
22,58243.72,Ma Huateng,internet media,Technology,China,M,Ma,58243.72016
90,20620.587,Zhang Zhidong,internet media,Technology,China,M,Zhang,20620.58657
221,10625.4,Robin Li,internet search,Technology,China,M,Li,10625.3999
1388,2441.81,Chen Jinxia,investments,Finance & Investments,China,F,Chen,2441.809862
495,5855.738,Chen Fashu,investments,Finance & Investments,China,M,Chen,5855.738009
2110,1525.409,Ke Xiping & family,investments,Diversified,China,M,Ke,1525.408918
2691,1033.549,Li Yinan,Investments,Finance & Investments,China,M,Li,1033.54926
629,4830.34,Lin Li,investments,Finance & Investments,China,M,Lin,4830.339838
1120,2960,Zhang Lei,investments,Finance & Investments,China,M,Zhang,2960
1574,2143.902,Zhao Weiguo,IT products,Technology,China,M,Zhao,2143.902046
2329,1338.334,Xia Shudong,IT service,Technology,China,M,Xia,1338.334285
1780,1879.662,Zhou Zongwen & family,jewelry,Fashion & Retail,China,M,Zhou,1879.662056
1101,2992.131,Ren Jianhua,kitchen appliances,Manufacturing,China,M,Ren,2992.130562
2138,1507.27,Sun Yonghui,LCD main board,Technology,China,M,Sun,1507.269928
2119,1518.754,Wang Yiran,LCD main board,Technology,China,M,Wang,1518.754031
2211,1444.299,Ma Xiuhui,LED lighting,Manufacturing,China,F,Ma,1444.298975
2384,1294.374,Wang Yaohai,lighting,Technology,China,M,Wang,1294.373648
2029,1613.582,Sun Qinghuan,lighting ,Technology,China,M,Sun,1613.582071
2565,1141.531,Zhou Yifeng & family,liquefied petroleum gas,Energy,China,F,Zhou,1141.530803
457,6344.892,Wang Junlin,liquor,Food & Beverage,China,M,Wang,6344.892339
649,4736.649,Li Liangbin,lithium,Manufacturing,China,M,Li,4736.648754
1913,1733.748,Wang Xiaoshen,lithium,Manufacturing,China,M,Wang,1733.748238
2010,1636.977,Li Zhen & family,lithium batteries,Manufacturing,China,M,Li,1636.977029
200,11480.537,Liu Jincheng & family,lithium batteries,Technology,China,M,Liu,11480.53705
1591,2115.746,Bai Houshan,lithium battery,Energy,China,M,Bai,2115.746072
2158,1491.242,David Xueling Li,live streaming service,Technology,China,M,Li,1716.27792
2711,1019.156,Liu Jilu & family,Logistics,Logistics,China,M,Liu,1019.156093
1615,2086.935,Lu Zongjun,logistics,Logistics,China,M,Lu,2086.93492
1272,2667.994,Nie Tengyun & family,logistics,Service,China,M,Nie,2667.994085
1929,1706.4,Wang Jilei,logistics,Logistics,China,M,Wang,1706.4
2123,1516.769,Zhang Xiaojuan,logistics,Logistics,China,F,Zhang,1516.769021
2506,1186.237,Hang Hong,machinery,Manufacturing,China,F,Hang,1186.236577
2700,1022.42,Lai Guogui & family,machinery,Manufacturing,China,M,Lai,1022.419943
2353,1315.393,Lu Zhilin,machinery,Manufacturing,China,M,Lu,1315.393152
2392,1286.162,Lu Shenglin,machinery,Manufacturing,China,M,Lu,1286.162193
1005,3267.381,Song Fei,machinery,Manufacturing,China,M,Song,3267.38134
1624,2066.906,Wu Bo,machinery,Manufacturing,China,M,Wu,2066.90594
1171,2859.445,Yang Jianliang & family,machinery,Manufacturing,China,M,Yang,2859.445499
1485,2280.75,Zhang Xinghai & family,machinery,Manufacturing,China,M,Zhang,2280.750375
2721,1004.933,Zhang Chuanwei & family,machinery,Manufacturing,China,M,Zhang,1004.932727
2649,1068.306,Lv Yongxiang,magnetic switches,Manufacturing,China,M,Lv,1068.305584
839,3773.728,Cao Ji,manufacturing,Manufacturing,China,M,Cao,3773.727873
2528,1176.324,Chen Jiancheng,manufacturing,Manufacturing,China,M,Chen,1176.323602
2213,1442.969,Chu Jian,Manufacturing,Manufacturing,China,M,Chu,1442.968515
1812,1839.717,Fu Mingkang & family,manufacturing,Manufacturing,China,M,Fu,1839.717236
2342,1332.456,He Yamin & family,manufacturing,Manufacturing,China,M,He,1332.455816
2264,1393.508,Hu Chengzhong,manufacturing,Manufacturing,China,M,Hu,1393.507503
2480,1203.895,Jiang Long,Manufacturing,Technology,China,M,Jiang,1203.894605
660,4671.68,Liang Feng,manufacturing,Manufacturing,China,M,Liang,4671.679785
1865,1788.581,Mao Zhongwu,manufacturing,Manufacturing,China,M,Mao,1788.580562
1663,2020.602,Shang Xiaobo & family,Manufacturing,Manufacturing,China,M,Shang,2020.6024
2121,1518.052,Tang Xiuguo,manufacturing,Manufacturing,China,M,Tang,1518.052394
2343,1331.593,Wang Shumin,manufacturing,Manufacturing,China,F,Wang,1331.592632
1828,1826.199,Xiang Wenbo,manufacturing,Manufacturing,China,M,Xiang,1826.198792
1529,2218.501,Zheng Xiaodong,manufacturing,Manufacturing,China,M,Zheng,2218.500858
1556,2173.328,Tung Ching Sai,manufacturing ,Manufacturing,China,M,Tung,2173.328149
1654,2031.53,Tung Ching Bor,manufacturing ,Manufacturing,China,M,Tung,2031.530404
482,6031.329,Deng Weiming & family,materials,Manufacturing,China,M,Deng,6031.328704
1490,2275.947,Wu Ying,materials,Manufacturing,China,M,Wu,2275.947174
984,3346.931,Tian Ming,measuring instruments,Technology,China,M,Tian,3346.930986
1238,2720.285,Shi Yifeng,medical cosmetics,Healthcare,China,M,Shi,2720.285491
581,5200.821,Dong Fan,medical devices,Healthcare,China,M,Dong,5200.821311
1681,2004.433,Lin Zhixiong & family,medical devices,Healthcare,China,M,Lin,2004.4333
1737,1925.987,Lin Zhijun,medical devices,Healthcare,China,M,Lin,1925.98673
1383,2454.659,Weng Xianding,medical devices,Healthcare,China,M,Weng,2454.65936
1469,2308.422,Hu Kun,medical equipment,Healthcare,China,M,Hu,2308.422033
1756,1902.532,Jin Lei & family,medical equipment,Healthcare,China,M,Jin,1902.532396
1704,1979.941,Liu Fangyi,medical equipment,Healthcare,China,M,Liu,1979.94142
1810,1842.066,Pu Zhongjie & family,medical equipment,Healthcare,China,M,Pu,1842.066422
2039,1602.522,Wan Feng & family,medical equipment,Healthcare,China,M,Wan,1602.522358
1085,3009.503,Wu Guangming,medical equipment,Healthcare,China,M,Wu,3009.503165
2469,1216.067,Li Wenmei & family,medical equipment ,Healthcare,China,M,Li,1216.067296
1500,2260.841,Dai Lizhong,medical testing,Healthcare,China,M,Dai,2260.84144
1813,1838.028,Yuan Fugen & family,metal processing,Manufacturing,China,M,Yuan,1838.027994
2461,1220,Xiang Guangda,metals,Metals & Mining,China,M,Xiang,1220
1235,2722.834,Sun Shoukuan,"metals, coal",Manufacturing,China,M,Sun,2722.834251
1183,2836.428,Luo Yangyong & family,mining,Metals & Mining,China,M,Luo,2836.428079
634,4811.794,Yu Yong,mining,Finance & Investments,China,M,Yu,4811.79419
144,14710.6,Wang Wenyin,"mining, copper products",Metals & Mining,China,M,Wang,14710.6
2572,1134.1,Huang Yimeng,mobile games,Media & Entertainment,China,M,Huang,1134.100272
1878,1772.364,Xu Guozhong & family,Motors,Manufacturing,China,M,Xu,1772.363645
1181,2838.237,Liu Ming Hui,natural gas distribution,Energy,China,M,Liu,2838.237307
308,8471.731,Wang Yusuo & family,natural gas distribution,Energy,China,M,Wang,8471.73133
2153,1495.416,Wang Wenbiao,"natural gas, fertilizers",Manufacturing,China,M,Wang,1495.416299
2580,1129.562,Zhou Ruxin,Navigation,Technology,China,M,Zhou,1129.561653
1561,2164.824,Chen Xuehua,nonferrous,Metals & Mining,China,M,Chen,2164.823637
1912,1734.524,Jia Tianjiang & family,non-ferrous metals,Metals & Mining,China,M,Jia,1734.523572
769,4089.604,Liang Yunchao,nutritional supplements,Food & Beverage,China,M,Liang,4089.603593
938,3489.704,Zhang Hongwei,"oil, banking",Diversified,China,M,Zhang,3489.703964
2143,1503.699,Sun Weijie,oilfield equipment,Manufacturing,China,M,Sun,1503.699142
2699,1024.153,Wang Kunxiao,oilfield equipment,Manufacturing,China,M,Wang,1024.153197
1817,1834.603,Eric Ya Shen,online apparel retail,Technology,China,M,Shen,1834.60336
